name,lat,lon,flag
紫云楼,34.21405502477664,108.96907255226996,True
西安市鄠邑区文化馆,34.2114524,108.96986015,True
贾平凹馆,34.210988400000005,108.9721953,True
仕女馆,34.21670106131367,108.9711430690338,True
西安中国书法艺术博物馆,34.211139700000004,108.97155035,True
大唐回珍楼,34.211224626934694,108.97049291645718,True
陕西省文化馆曲江馆区,34.21261837496245,108.9631445012231,True
西安曲江艺术博物馆,34.21623102508664,108.95881264613324,True
锦绣唐朝,34.21394375148913,108.95864524949158,True
巧克巧蔻,34.214605701579835,108.95892889507486,True
西安美术馆,34.2126906,108.9587246,True
曲江文化大厦,34.19055571550316,108.95852291760394,True
杨虎城将军纪念馆,34.146751753476025,108.94973202549008,True
舍利塔,34.229072949999996,108.9380625,True
文化大厦,34.228202763608095,108.94153126575976,True
观音阁,34.22837643130143,108.93783931393756,True
崇文楼,34.216449253290286,108.95588482922297,True
大礼堂,34.208985049285204,108.94603612436828,True
启德书院,34.216306771084746,108.9331927487701,True
西安美术学院美术馆,34.22040758299446,108.926526314616,True
西安美术学院图书馆,34.21949643581059,108.92597687778267,True
西安外事学院北教学区-图书馆,34.24012431810543,108.8569956061568,True
伽蓝殿,34.219263299999994,108.9596749,True
法相宗脉,34.2238878,108.9583996,True
戏楼,34.223327499999996,108.95692125,True
山门,34.218103750000004,108.9594261,True
西影电影博物馆,34.22359550000001,108.96680135,True
文景天下,34.32152291608815,108.92934636768192,True
国宝馆,34.22619489414895,108.95059215,True
渭河,34.22001825153611,108.1730095827892,True
浐河,34.133073006796685,109.12661735553492,True
庙沟,33.99278735919998,109.1035240363816,True
子午峪,34.0679239,108.88135375,True
青龙寺,34.2339754,108.9845906,True
太白庙,33.8392758,107.7097387,True
药王殿,33.9269399,107.7759448,True
草堂寺,34.0144051,108.7394417,True
大皮院清真寺,34.2662109,108.935122,True
石佛寺,34.2219955,108.743134,True
水陆庵,34.1332998,109.4114938,True
涌泉寺,34.0637858,108.1910448,True
兴教寺,34.0919722,109.0340897,True
楼观台,34.0608989,108.2711591,True
清凉寺,34.0756042,108.1195954,True
老母殿,34.0559498,108.2692022,True
西安五星街教堂,34.1052942,108.1065631,True
清泉观,34.1159707,108.1297843,True
